Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1.3,-1,0,Timeout,0
TCP,2.6,-1,0,Timeout,0
TCP,2.9,-1,0,Timeout,0
TCP,4.6,-1,0,Timeout,0
TCP,1,3112.54,1,Pending,0
TCP,1.1,3168.04,1,Pending,0
TCP,1.2,112.317,1,Pending,0
TCP,1.4,2166.43,1,Pending,0
TCP,1.5,8110.92,1,Pending,0
TCP,1.6,1166.48,1,Pending,0
TCP,1.7,12328.6,1,Pending,0
TCP,1.8,1110.95,1,Pending,0
TCP,1.9,112.334,1,Pending,0
TCP,2,3112.39,1,Pending,0
TCP,2.1,13824.3,1,Pending,0
TCP,2.2,2166.62,1,Pending,0
TCP,2.3,1110.97,1,Pending,0
TCP,2.4,112.531,1,Pending,0
TCP,2.5,3421.02,1,Pending,0
TCP,2.7,12274.3,1,Pending,0
TCP,2.8,112.433,1,Pending,0
TCP,3,2110.9,1,Pending,0
TCP,3.1,4110.95,1,Pending,0
TCP,3.2,112.453,1,Pending,0
TCP,3.3,1166.59,1,Pending,0
TCP,3.4,1221.07,1,Pending,0
TCP,3.5,112.441,1,Pending,0
TCP,3.6,3112.39,1,Pending,0
TCP,3.7,3112.32,1,Pending,0
TCP,3.8,1620.82,1,Pending,0
TCP,3.9,4166.41,1,Pending,0
TCP,4,3112.47,1,Pending,0
TCP,4.1,1110.95,1,Pending,0
TCP,4.2,3112.32,1,Pending,0
TCP,4.3,1620.87,1,Pending,0
TCP,4.4,1110.96,1,Pending,0
TCP,4.5,1166.64,1,Pending,0
TCP,4.7,1166.76,1,Pending,0
TCP,4.8,1110.98,1,Pending,0
TCP,4.9,2166.47,1,Pending,0
TCP,5,112.511,1,Pending,0
TCP,5.1,1621.02,1,Pending,0
TCP,5.2,112.323,1,Pending,0
TCP,5.3,3112.32,1,Pending,0
TCP,5.4,1166.6,1,Pending,0
