Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1,109.707,1,Pending,0
TCP,1.1,109.707,1,Pending,0
TCP,1.2,109.707,1,Pending,0
TCP,1.3,109.789,1,Pending,0
TCP,1.4,109.803,1,Pending,0
TCP,1.5,109.707,1,Pending,0
TCP,1.6,109.754,1,Pending,0
TCP,1.7,109.767,1,Pending,0
TCP,1.8,109.707,1,Pending,0
TCP,1.9,109.707,1,Pending,0
TCP,2,109.814,1,Pending,0
TCP,2.1,109.776,1,Pending,0
TCP,2.2,109.827,1,Pending,0
TCP,2.3,109.778,1,Pending,0
TCP,2.4,109.707,1,Pending,0
TCP,2.5,109.913,1,Pending,0
TCP,2.6,109.707,1,Pending,0
TCP,2.7,109.707,1,Pending,0
TCP,2.8,109.707,1,Pending,0
TCP,2.9,109.707,1,Pending,0
TCP,3,109.73,1,Pending,0
TCP,3.1,109.847,1,Pending,0
TCP,3.2,109.707,1,Pending,0
TCP,3.3,109.992,1,Pending,0
TCP,3.4,109.883,1,Pending,0
TCP,3.5,109.707,1,Pending,0
TCP,3.6,110.006,1,Pending,0
TCP,3.7,109.707,1,Pending,0
TCP,3.8,109.711,1,Pending,0
TCP,3.9,109.821,1,Pending,0
TCP,4,109.707,1,Pending,0
TCP,4.1,109.707,1,Pending,0
TCP,4.2,109.797,1,Pending,0
TCP,4.3,109.737,1,Pending,0
TCP,4.4,109.707,1,Pending,0
TCP,4.5,109.847,1,Pending,0
TCP,4.6,109.707,1,Pending,0
TCP,4.7,109.707,1,Pending,0
TCP,4.8,109.894,1,Pending,0
TCP,4.9,109.707,1,Pending,0
TCP,5,109.707,1,Pending,0
TCP,5.1,109.863,1,Pending,0
TCP,5.2,109.847,1,Pending,0
TCP,5.3,109.707,1,Pending,0
TCP,5.4,109.707,1,Pending,0
