Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1.9,-1,0,Timeout,0
TCP,2.8,-1,0,Timeout,0
TCP,3.4,-1,0,Timeout,0
TCP,3.2,-1,0,Timeout,0
TCP,3.8,-1,0,Timeout,0
TCP,4.1,-1,0,Timeout,0
TCP,4.3,-1,0,Timeout,0
TCP,4.6,-1,0,Timeout,0
TCP,4.8,-1,0,Timeout,0
TCP,4.5,-1,0,Timeout,0
TCP,5.2,-1,0,Timeout,0
TCP,5,-1,0,Timeout,0
TCP,3.7,128.315,1,Pending,0
TCP,1.2,141.248,1,Pending,0
TCP,5.4,295.326,1,Pending,0
TCP,3.3,3160.18,1,Pending,0
TCP,2.6,3188.21,1,Pending,0
TCP,2.4,4027.72,1,Pending,0
TCP,2,120.537,1,Pending,0
TCP,1.8,3285.98,1,Pending,0
TCP,1,134.98,1,Pending,0
TCP,3.1,3327.17,1,Pending,0
TCP,1.5,125.505,1,Pending,0
TCP,2.1,128.777,1,Pending,0
TCP,1.7,3278.12,1,Pending,0
TCP,2.3,124.734,1,Pending,0
TCP,2.9,3168.1,1,Pending,0
TCP,1.6,125.858,1,Pending,0
TCP,4,11887.6,1,Pending,0
TCP,2.7,116.981,1,Pending,0
TCP,1.1,129.82,1,Pending,0
TCP,3,3144.86,1,Pending,0
TCP,3.9,129.78,1,Pending,0
TCP,1.3,124.294,1,Pending,0
TCP,3.6,3953.1,1,Pending,0
TCP,3.5,132.17,1,Pending,0
TCP,2.5,125.793,1,Pending,0
TCP,1.4,3521.75,1,Pending,0
TCP,4.2,631.252,1,Pending,0
TCP,4.4,516.955,1,Pending,0
TCP,2.2,121.428,1,Pending,0
TCP,4.9,5435.64,1,Pending,0
TCP,5.1,352.946,1,Pending,0
TCP,4.7,240.719,1,Pending,0
TCP,5.3,1126.18,1,Pending,0
