Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1,109.707,1,Pending,0
TCP,1.1,109.707,1,Pending,0
TCP,1.2,109.707,1,Pending,0
TCP,1.3,109.707,1,Pending,0
TCP,1.4,109.707,1,Pending,0
TCP,1.5,109.707,1,Pending,0
TCP,1.6,109.729,1,Pending,0
TCP,1.7,109.748,1,Pending,0
TCP,1.8,109.847,1,Pending,0
TCP,1.9,109.707,1,Pending,0
TCP,2,109.707,1,Pending,0
TCP,2.1,109.865,1,Pending,0
TCP,2.2,109.707,1,Pending,0
TCP,2.3,109.707,1,Pending,0
TCP,2.4,109.707,1,Pending,0
TCP,2.5,109.749,1,Pending,0
TCP,2.6,109.707,1,Pending,0
TCP,2.7,109.718,1,Pending,0
TCP,2.8,109.921,1,Pending,0
TCP,2.9,109.707,1,Pending,0
TCP,3,109.707,1,Pending,0
TCP,3.1,110.239,1,Pending,0
TCP,3.2,109.707,1,Pending,0
TCP,3.3,109.883,1,Pending,0
TCP,3.4,109.915,1,Pending,0
TCP,3.5,109.707,1,Pending,0
TCP,3.6,109.707,1,Pending,0
TCP,3.7,109.707,1,Pending,0
TCP,3.8,109.707,1,Pending,0
TCP,3.9,109.943,1,Pending,0
TCP,4,109.722,1,Pending,0
TCP,4.1,109.795,1,Pending,0
TCP,4.2,109.897,1,Pending,0
TCP,4.3,109.707,1,Pending,0
TCP,4.4,109.799,1,Pending,0
TCP,4.5,110.001,1,Pending,0
TCP,4.6,109.847,1,Pending,0
TCP,4.7,109.707,1,Pending,0
TCP,4.8,109.75,1,Pending,0
TCP,4.9,109.707,1,Pending,0
TCP,5,109.707,1,Pending,0
TCP,5.1,109.707,1,Pending,0
TCP,5.2,109.707,1,Pending,0
TCP,5.3,109.833,1,Pending,0
TCP,5.4,109.874,1,Pending,0
