Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1,-1,0,Timeout,0
TCP,3.3,-1,0,Timeout,0
TCP,4.6,-1,0,Timeout,0
TCP,1.1,2422.12,1,Pending,0
TCP,1.2,1110.95,1,Pending,0
TCP,1.3,112.317,1,Pending,0
TCP,1.4,1166.46,1,Pending,0
TCP,1.5,13425.7,1,Pending,0
TCP,1.6,112.429,1,Pending,0
TCP,1.7,2220.66,1,Pending,0
TCP,1.8,1110.95,1,Pending,0
TCP,1.9,112.335,1,Pending,0
TCP,2,7420.88,1,Pending,0
TCP,2.1,2620.83,1,Pending,0
TCP,2.2,1110.99,1,Pending,0
TCP,2.3,3112.55,1,Pending,0
TCP,2.4,3112.32,1,Pending,0
TCP,2.5,1166.6,1,Pending,0
TCP,2.6,4166.6,1,Pending,0
TCP,2.7,2166.73,1,Pending,0
TCP,2.8,1111.1,1,Pending,0
TCP,2.9,112.364,1,Pending,0
TCP,3,4166.62,1,Pending,0
TCP,3.1,1166.57,1,Pending,0
TCP,3.2,4164.05,1,Pending,0
TCP,3.4,12274.3,1,Pending,0
TCP,3.5,3222.07,1,Pending,0
TCP,3.6,1166.66,1,Pending,0
TCP,3.7,3166.51,1,Pending,0
TCP,3.8,112.349,1,Pending,0
TCP,3.9,112.317,1,Pending,0
TCP,4,112.421,1,Pending,0
TCP,4.1,9420.81,1,Pending,0
TCP,4.2,1166.41,1,Pending,0
TCP,4.3,3112.35,1,Pending,0
TCP,4.4,2166.68,1,Pending,0
TCP,4.5,1620.83,1,Pending,0
TCP,4.7,1166.69,1,Pending,0
TCP,4.8,1112.28,1,Pending,0
TCP,4.9,1166.73,1,Pending,0
TCP,5,112.317,1,Pending,0
TCP,5.1,4167.95,1,Pending,0
TCP,5.2,3112.32,1,Pending,0
TCP,5.3,112.398,1,Pending,0
TCP,5.4,112.438,1,Pending,0
