Protocolo,Inicio,LatenciaMs,Sucesso,MotivoFalha,Is0RTT
TCP,1.3,-1,0,Timeout,0
TCP,1,-1,0,Timeout,0
TCP,1.1,-1,0,Timeout,0
TCP,1.2,-1,0,Timeout,0
TCP,1.7,-1,0,Timeout,0
TCP,1.9,-1,0,Timeout,0
TCP,1.5,-1,0,Timeout,0
TCP,1.6,-1,0,Timeout,0
TCP,2,-1,0,Timeout,0
TCP,2.2,-1,0,Timeout,0
TCP,2.3,-1,0,Timeout,0
TCP,2.5,-1,0,Timeout,0
TCP,2.6,-1,0,Timeout,0
TCP,2.7,-1,0,Timeout,0
TCP,3.1,-1,0,Timeout,0
TCP,3.4,-1,0,Timeout,0
TCP,3,-1,0,Timeout,0
TCP,3.2,-1,0,Timeout,0
TCP,3.3,-1,0,Timeout,0
TCP,3.5,-1,0,Timeout,0
TCP,3.6,-1,0,Timeout,0
TCP,3.7,-1,0,Timeout,0
TCP,3.9,-1,0,Timeout,0
TCP,3.8,-1,0,Timeout,0
TCP,4.3,-1,0,Timeout,0
TCP,4,-1,0,Timeout,0
TCP,4.4,-1,0,Timeout,0
TCP,4.1,-1,0,Timeout,0
TCP,4.2,-1,0,Timeout,0
TCP,4.5,-1,0,Timeout,0
TCP,4.8,-1,0,Timeout,0
TCP,4.6,-1,0,Timeout,0
TCP,4.9,-1,0,Timeout,0
TCP,4.7,-1,0,Timeout,0
TCP,5.1,-1,0,Timeout,0
TCP,5,-1,0,Timeout,0
TCP,5.2,-1,0,Timeout,0
TCP,5.4,-1,0,Timeout,0
TCP,5.3,-1,0,Timeout,0
TCP,2.1,10874,1,Pending,0
TCP,1.4,1434.63,1,Pending,0
TCP,1.8,6470.99,1,Pending,0
TCP,2.4,14016.5,1,Pending,0
TCP,2.9,11850.2,1,Pending,0
TCP,2.8,7876.38,1,Pending,0
